section,runtime_id,ar,en,ur,tr,ug
tpl,t1q662w7,أول كلمة في الآية 5:,First word in ayah 5:,آیت 5 کا پہلا لفظ:,5. ayetteki ilk kelime:,5-ئايەتتىكى بىرىنچى سۆز:
tpl,t6p8r8r,ما الفرق بين الآيتين 5 و 6؟,What is the difference between ayahs 5 and 6?,آیت 5 اور 6 میں کیا فرق ہے؟,5. ve 6. ayetler arasındaki fark nedir?,5- ۋە 6-ئايەتلەر ئارىسىدىكى پەرق نېمە؟
tpl,tyq70ou,ردد الآيتين غيبًا ✓,Recite the two ayahs from memory ✓,دونوں آیات زبانی دہرائیں ✓,İki ayeti ezberden tekrarla ✓,ئىككى ئايەتنى ياد ئوقۇڭ ✓
tpl,t18jqvl7,عدد آيات سورة الشرح:,Number of ayahs in Surah ash-Sharh:,سورۃ الشرح کی آیات کی تعداد:,İnşirah Suresi'nin ayet sayısı:,سۈرە شەرھنىڭ ئايەت سانى:
tpl,t1a08krj,شَدِيد : _ _ _ _,شَدِيد: _ _ _ _,شَدِيد: _ _ _ _,شَدِيد: _ _ _ _,شَدِيد: _ _ _ _
tpl,tkrhovy,من المتكلم في الآية؟,Who is the speaker in the ayah?,آیت میں مخاطب کون ہے؟,Ayette konuşan kimdir?,ئايەتتە سۆزلىگۈچى كىم؟
tpl,t1rmyufy,كيف تشكر الله؟,How do you thank Allah?,آپ اللہ کا شکر کیسے ادا کرتے ہیں؟,Allah'a nasıl şükredersin?,ئاللاھقا قانداق شۈكۈر قىلىسىز؟
tpl,tvw4e2q,حَسْبُه : _ _ _ _ _,حَسْبُه: _ _ _ _ _,حَسْبُه: _ _ _ _ _,حَسْبُه: _ _ _ _ _,حَسْبُه: _ _ _ _ _
tpl,tm22znl,(من) في الآية: شرطية أم موصولة؟,(من) in the ayah: conditional or relative?,آیت میں (من): شرطیہ ہے یا موصولہ؟,Ayetteki (من): şart mı yoksa ism-i mevsul mü?,ئايەتتىكى (من): شەرت ياكى ماۋسۇل؟
tpl,t1q4mac3,ما الدرس من التوكل؟,What is the lesson of trust in Allah?,توکل سے کیا سبق ملتا ہے؟,Tevekkülden çıkan ders nedir?,تەۋەككۈلدىن ئالىدىغان ئىبرەت نېمە؟
tpl,t9g6hjq,حوّط الأسماء الأربعة في الآية,Circle the four names in the ayah,آیت میں چار ناموں پر دائرہ لگائیں,Ayetteki dört ismi daire içine al,ئايەتتىكى تۆت ئىسىمگە دائىرە سىزىڭ
tpl,tgrxa1s,شكّل: الأوّل,Add diacritics: الأوّل,اعراب لگائیں: الأوّل,Harekele: الأوّل,ھەرىكە قويۇڭ: الأوّل
tpl,t1yd3p23,ارسم سهمًا يوضح الأول والآخر,Draw an arrow showing the first and the last,پہلے اور آخری کو ظاہر کرنے والا تیر بنائیں,İlk ve son'u gösteren bir ok çiz,بىرىنچى ۋە ئاخىرقىنى كۆرسىتىدىغان ئوق سىزىڭ
tpl,t1mwurww,من يعلم الغيب؟,Who knows the unseen?,غیب کا علم کس کو ہے؟,Gaybı kim bilir?,غەيبنى كىم بىلىدۇ؟
tpl,t9h07et,أسماء الله في الآية:,Names of Allah in the ayah:,آیت میں اللہ کے نام:,Ayetteki Allah'ın isimleri:,ئايەتتىكى ئاللاھنىڭ ئىسىملىرى:
tpl,t10fb66k,وسط (صدور) حرف:,Middle letter of (صدور):,(صدور) کا درمیانی حرف:,(صدور) kelimesinin orta harfi:,(صدور) نىڭ ئوتتۇرا ھەرپى:
tpl,t14ibakd,شكّل حرف (س) بآخر السورة,Add the diacritic to the letter (س) at the end of the surah,سورت کے آخر میں حرف (س) پر اعراب لگائیں,Sure sonundaki (س) harfini harekele,سۈرە ئاخىرىدىكى (س) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1yht195,قريش : __ + __ + __ + __,قريش: __ + __ + __ + __,قريش: __ + __ + __ + __,قريش: __ + __ + __ + __,قريش: __ + __ + __ + __
tpl,t1c6qhi6,شكّل حرف (ش) في (الشتاء),Add the diacritic to the letter (ش) in (الشتاء),(الشتاء) میں حرف (ش) پر اعراب لگائیں,(الشتاء) içindeki (ش) harfini harekele,(الشتاء) دىكى (ش) ھەرپىگە ھەرىكە قويۇڭ
tpl,t9nd070,كلمة من حرفين,A word of two letters,دو حروف کا لفظ,İki harfli bir kelime,ئىككى ھەرپلىك سۆز
tpl,t15r1n2s,مفرد (ملائكة),Singular of (ملائكة),(ملائكة) کا واحد,(ملائكة) kelimesinin tekili,(ملائكة) نىڭ بىرلىكى
tpl,t7ixndk,بأية أداة علّمنا الله؟,With what tool did Allah teach us?,اللہ نے ہمیں کس آلے کے ذریعے سکھایا؟,Allah bize hangi araçla öğretti?,ئاللاھ بىزگە قايسى قورال ئارقىلىق ئۆگەتكەن؟
tpl,trj976m,كم مرة ورد اسم (رب)؟,How many times does the name (رب) occur?,لفظ (رب) کتنی بار آیا؟,(رب) ismi kaç kez geçiyor?,(رب) ئىسمى قانچە قېتىم كەلگەن؟
tpl,tayaeoc,بماذا تنتهي السورة؟,How does the surah end?,سورت کس بات پر ختم ہوتی ہے؟,Sure ne ile bitiyor?,سۈرە نېمە بىلەن ئاياغلىشىدۇ؟
tpl,t16nijj6,أول كلمة حرفها الواو:,First word whose letter is waw:,پہلا لفظ جس کا حرف واؤ ہے:,Harfi vav olan ilk kelime:,ھەرپى ۋاۋ بولغان بىرىنچى سۆز:
tpl,thqegwf,لماذا الوقت مهم؟,Why is time important?,وقت کیوں اہم ہے؟,Zaman neden önemlidir?,ۋاقىت نېمىشقا مۇھىم؟
tpl,t2uzh4m,أثقالها : __+__+__+__+__+__+__,أثقالها: __+__+__+__+__+__+__,أثقالها: __+__+__+__+__+__+__,أثقالها: __+__+__+__+__+__+__,أثقالها: __+__+__+__+__+__+__
tpl,tkaawkl,حوّط كلمة (أرض) لو وجدت,Circle the word (أرض) if you find it,اگر (أرض) لفظ ملے تو دائرہ لگائیں,(أرض) kelimesini bulursan daire içine al,(أرض) سۆزىنى تاپسىڭىز دائىرە سىزىڭ
tpl,tt8blmi,ما هي (أثقال) الأرض؟,What are the (burdens) of the earth?,زمین کے (أثقال/بوجھ) کیا ہیں؟,Yerin (ağırlıkları) nedir?,يەرنىڭ (ئېغىرلىقلىرى) نېمە؟
tpl,t1on93l5,ترميهم : __ + __ + __ + __ + __,ترميهم: __ + __ + __ + __ + __,ترميهم: __ + __ + __ + __ + __,ترميهم: __ + __ + __ + __ + __,ترميهم: __ + __ + __ + __ + __
tpl,t1s62nvz,من حمى الكعبة من الفيل؟,Who protected the Kaabah from the elephant?,کعبہ کو ہاتھی سے کس نے بچایا؟,Kâbe'yi fil'den kim korudu?,كەبىنى پىلدىن كىم قوغدىغان؟
tpl,ttm4e0m,من الذي أعطى الكوثر؟,Who gave al-Kawthar?,کوثر کس نے عطا کی؟,Kevser'i kim verdi?,كەۋسەرنى كىم بەرگەن؟
tpl,t29peds,الجبال : __+__+__+__+__+__,الجبال: __+__+__+__+__+__,الجبال: __+__+__+__+__+__,الجبال: __+__+__+__+__+__,الجبال: __+__+__+__+__+__
tpl,t14k8vlk,كم (ل) في كلمة (الله)؟,How many (ل)s are in the word (الله)?,لفظ (الله) میں کتنے (ل) ہیں؟,(الله) kelimesinde kaç tane (ل) var?,(الله) سۆزىدە قانچە (ل) بار؟
tpl,t6sricu,لماذا سُمِّيت سورة الإخلاص؟,Why was Surah al-Ikhlas named so?,سورۃ الاخلاص کا یہ نام کیوں رکھا گیا؟,İhlas Suresi neden bu adı aldı?,سۈرە ئىخلاس نېمە ئۈچۈن بۇ ئات بىلەن ئاتالغان؟
tpl,t1cvwk39,رقم سورة النحل في المصحف =,Number of Surah an-Nahl in the Mushaf =,مصحف میں سورۃ النحل کا نمبر =,Mushaf'ta Nahl Suresi'nin numarası =,مۇسھەپتىكى سۈرە نەھلنىڭ نومۇرى =
tpl,tu84h7x,الكلمة رقم (٣) في الآية =,Word number (3) in the ayah =,آیت میں لفظ نمبر (٣) =,Ayetteki (3) numaralı kelime =,ئايەتتىكى (3)-سۆز =
tpl,t13lm7nc,وَدَّعَكَ : __ + __ + __ + __,وَدَّعَكَ: __ + __ + __ + __,وَدَّعَكَ: __ + __ + __ + __,وَدَّعَكَ: __ + __ + __ + __,وَدَّعَكَ: __ + __ + __ + __
tpl,t1xa4632,لماذا ذكر الله نعمه على النبي صلى الله عليه وسلم في هذه السورة؟,Why did Allah mention His blessings on the Prophet (peace be upon him) in this surah?,اللہ نے اس سورت میں نبی ﷺ پر اپنی نعمتوں کا ذکر کیوں کیا؟,Allah bu surede Peygamber'e (sallallahu aleyhi ve sellem) olan nimetlerini neden zikretti?,ئاللاھ بۇ سۈرىدە پەيغەمبەر ئەلەيھىسسالامغا بەرگەن نېمەتلىرىنى نېمىشقا بايان قىلغان؟
tpl,t9umqrz,بم وصف الله نفسه في قوله (إن علينا للهدى)؟,How did Allah describe Himself in His saying (إن علينا للهدى)?,اللہ نے اپنے قول (إن علينا للهدى) میں اپنی کیا صفت بیان کی؟,Allah (إن علينا للهدى) sözünde kendini nasıl tasvir etti?,ئاللاھ (إن علينا للهدى) دېگەن سۆزىدە ئۆزىنى قانداق تەسۋىرلىگەن؟
tpl,t1fr12fd,من هم أصحاب الميمنة؟,Who are the companions of the right?,اصحاب المیمنہ کون ہیں؟,Sağ taraf ashabı kimlerdir?,ئوڭ تەرەپ ئىگىلىرى كىملەر؟
tpl,t189hjoh,لماذا وصف الله الإنسان بأنه في (كبد)؟,Why did Allah describe man as being in (hardship)?,اللہ نے انسان کو (کبد/مشقت) میں کیوں بتایا؟,Allah insanı neden (zorluk/kebed) içinde olarak tasvir etti?,ئاللاھ ئىنساننى نېمىشقا (جاپا-مۇشەققەت) ئىچىدە دەپ تەسۋىرلىگەن؟
tpl,t17vadx5,عدد حروف الآيتين =,Number of letters in the two ayahs =,دونوں آیات کے حروف کی تعداد =,İki ayetteki harf sayısı =,ئىككى ئايەتتىكى ھەرپ سانى =
tpl,t1350wyy,(أن) في «فَظَنَّ أَنْ لَنْ نَقْدِرَ»: اسم أم حرف؟,"(أن) in ""فَظَنَّ أَنْ لَنْ نَقْدِرَ"": a noun or a particle?",«فَظَنَّ أَنْ لَنْ نَقْدِرَ» میں (أن): اسم ہے یا حرف؟,"""فَظَنَّ أَنْ لَنْ نَقْدِرَ"" içindeki (أن): isim mi yoksa harf mi?",«فَظَنَّ أَنْ لَنْ نَقْدِرَ» دىكى (أن): ئىسىممۇ ياكى ھەرپمۇ؟
tpl,t1uc9egy,لماذا غضب يونس عليه السلام وذهب من قومه؟,Why was Yunus (peace be upon him) angry and left his people?,یونس علیہ السلام کیوں ناراض ہوئے اور اپنی قوم سے چلے گئے؟,Yunus (aleyhisselam) neden öfkelendi ve kavminden ayrıldı?,يۇنۇس ئەلەيھىسسالام نېمىشقا خاپا بولۇپ قەۋمىدىن كەتكەن؟
tpl,tnls979,لماذا سُمّيت ليلة القدر بهذا الاسم؟,Why was Laylat al-Qadr named so?,لیلۃ القدر کا یہ نام کیوں رکھا گیا؟,Kadir Gecesi neden bu adı aldı?,لەيلىتۇل قەدر نېمە ئۈچۈن بۇ ئات بىلەن ئاتالغان؟
tpl,t18pv16u,متى يُرجّح أن تكون ليلة القدر؟,When is Laylat al-Qadr most likely to be?,لیلۃ القدر کس رات ہونے کا زیادہ امکان ہے؟,Kadir Gecesi'nin en muhtemel zamanı nedir?,لەيلىتۇل قەدرنىڭ بولۇشى ئېھتىمالى كۈچلۈك ۋاقىت قايسى؟
tpl,ta14s1i,ما جزاء من يجمع المال ويعدّده ويظن أنه يخلّده؟,"What is the punishment of one who hoards wealth, counts it, and thinks it will make him immortal?",جو مال جمع کرے، اسے گنتا رہے اور سمجھے کہ یہ اسے ہمیشہ رکھے گا، اس کی سزا کیا ہے؟,Malı biriktirip sayan ve onun kendisini ölümsüz kılacağını sanan kimsenin cezası nedir?,مال توپلاپ، ساناپ، ئۇنى مەڭگۈ ياشىتىدۇ دەپ ئويلىغان كىشىنىڭ جازاسى نېمە؟
tpl,ta68oa0,(الذين) في الآية الخامسة: اسم أم حرف؟,(الذين) in the fifth ayah: a noun or a particle?,پانچویں آیت میں (الذين): اسم ہے یا حرف؟,Beşinci ayetteki (الذين): isim mi yoksa harf mi?,بەشىنچى ئايەتتىكى (الذين): ئىسىممۇ ياكى ھەرپمۇ؟
tpl,t1ve71zr,كيف نتجنب صفات المصلين المذمومين في هذه السورة؟,How do we avoid the blameworthy traits of the worshippers in this surah?,اس سورت میں مذکور مذموم نمازیوں کی صفات سے کیسے بچیں؟,Bu surede kınanan namaz kılanların özelliklerinden nasıl kaçınırız?,بۇ سۈرىدە ئەيىبلەنگەن نامازخانلارنىڭ سۈپەتلىرىدىن قانداق ساقلىنىمىز؟
tpl,t18mzy1e,من الذي يحفظ كل نفس بأمر الله؟,Who protects every soul by Allah's command?,اللہ کے حکم سے ہر نفس کی حفاظت کون کرتا ہے؟,Allah'ın emriyle her nefsi kim korur?,ئاللاھنىڭ ئەمرى بىلەن ھەر بىر جاننى كىم قوغدايدۇ؟
tpl,tdzys0k,(الذي) في «الَّذِي خَلَقَكَ»: اسم أم حرف؟,"(الذي) in ""الَّذِي خَلَقَكَ"": a noun or a particle?",«الَّذِي خَلَقَكَ» میں (الذي): اسم ہے یا حرف؟,"""الَّذِي خَلَقَكَ"" içindeki (الذي): isim mi yoksa harf mi?",«الَّذِي خَلَقَكَ» دىكى (الذي): ئىسىممۇ ياكى ھەرپمۇ؟
tpl,t1d8cjoh,كَوْكَبًا : __ + __ + __ + __ + __,كَوْكَبًا: __ + __ + __ + __ + __,كَوْكَبًا: __ + __ + __ + __ + __,كَوْكَبًا: __ + __ + __ + __ + __,كَوْكَبًا: __ + __ + __ + __ + __
tpl,t15a04be,لمن قال يوسف هذا الكلام؟,To whom did Yusuf say these words?,یوسف علیہ السلام نے یہ بات کس سے کہی؟,Yusuf bu sözü kime söyledi?,يۇسۇف بۇ سۆزنى كىمگە ئېيتقان؟
tpl,t9sf1um,ما اسم أبي يوسف عليه السلام؟,What is the name of the father of Yusuf (peace be upon him)?,یوسف علیہ السلام کے والد کا نام کیا ہے؟,Yusuf'un (aleyhisselam) babasının adı nedir?,يۇسۇف ئەلەيھىسسالامنىڭ ئاتىسىنىڭ ئىسمى نېمە؟
tpl,t1hlwgh4,أَرْضِعِيهِ : __ + __ + __ + __ + __ + __,أَرْضِعِيهِ: __ + __ + __ + __ + __ + __,أَرْضِعِيهِ: __ + __ + __ + __ + __ + __,أَرْضِعِيهِ: __ + __ + __ + __ + __ + __,أَرْضِعِيهِ: __ + __ + __ + __ + __ + __
tpl,trfu4sn,كيف تحقق وعد الله لأم موسى في هذه الآية لاحقًا؟,How was Allah's promise to the mother of Musa in this ayah fulfilled later?,اس آیت میں موسیٰ علیہ السلام کی والدہ سے اللہ کا وعدہ بعد میں کیسے پورا ہوا؟,Bu ayette Musa'nın annesine verilen Allah'ın vaadi sonradan nasıl gerçekleşti?,بۇ ئايەتتە مۇسانىڭ ئانىسىغا بېرىلگەن ئاللاھنىڭ ۋەدىسى كېيىن قانداق ئەمەلگە ئاشقان؟
tpl,t1a0j95q,الْفَجْرِ : __ + __ + __ + __ + __,الْفَجْرِ: __ + __ + __ + __ + __,الْفَجْرِ: __ + __ + __ + __ + __,الْفَجْرِ: __ + __ + __ + __ + __,الْفَجْرِ: __ + __ + __ + __ + __
tpl,t1p3rnz4,بم تُدعى النفس المطمئنة يوم القيامة؟,What is the reassured soul called on the Day of Resurrection?,قیامت کے دن نفس مطمئنہ کو کیا کہا جاتا ہے؟,Kıyamet günü mutmain nefse ne denir?,قىيامەت كۈنى ئارام تاپقان جان قانداق ئاتىلىدۇ؟
tpl,t15zjezx,مِصْبَاحٌ : __ + __ + __ + __ + __,مِصْبَاحٌ: __ + __ + __ + __ + __,مِصْبَاحٌ: __ + __ + __ + __ + __,مِصْبَاحٌ: __ + __ + __ + __ + __,مِصْبَاحٌ: __ + __ + __ + __ + __
tpl,t1qme85,لماذا سُمّيت هذه الآية بـ(آية النور)؟,Why is this ayah called (Ayat an-Nur)?,اس آیت کو (آیت النور) کیوں کہا جاتا ہے؟,Bu ayete neden (Nur Ayeti) denir?,بۇ ئايەت نېمە ئۈچۈن (نۇر ئايىتى) دەپ ئاتالغان؟
tpl,tpixe81,ماذا نتعلم من وصف الله لنوره في هذه الآية؟,What do we learn from Allah's description of His light in this ayah?,اس آیت میں اللہ کے نور کی صفت سے ہم کیا سیکھتے ہیں؟,Bu ayette Allah'ın nurunu tasvirinden ne öğreniyoruz?,بۇ ئايەتتە ئاللاھنىڭ نۇرىنى تەسۋىرلىشىدىن نېمىنى ئۆگىنىمىز؟
tpl,t17iz7v2,بم دعا الفتية ربهم عندما أووا إلى الكهف؟,What did the youths pray to their Lord when they took refuge in the cave?,جب نوجوان غار میں پناہ لیے تو انہوں نے اپنے رب سے کیا دعا کی؟,Gençler mağaraya sığındıklarında Rablerine ne diye dua ettiler?,ياشلار ئۆڭكۈرگە پاناھلانغاندا پەرۋەردىگارىغا نېمە دەپ دۇئا قىلغان؟
tpl,t8x2ae2,ما الدرس المستفاد من ثبات الفتية على الإيمان؟,What is the lesson from the youths' steadfastness in faith?,نوجوانوں کے ایمان پر ثابت قدم رہنے سے کیا سبق ملتا ہے؟,Gençlerin imanda sebat etmesinden çıkan ders nedir?,ياشلارنىڭ ئىماندا چىڭ تۇرۇشىدىن ئالىدىغان ئىبرەت نېمە؟
tpl,ten9kbu,لماذا أمر الله الملائكة بالسجود لآدم؟,Why did Allah command the angels to prostrate to Adam?,اللہ نے فرشتوں کو آدم کے سامنے سجدہ کرنے کا حکم کیوں دیا؟,Allah meleklere neden Adem'e secde etmelerini emretti?,ئاللاھ پەرىشتىلەرگە نېمىشقا ئادەمگە سەجدە قىلىشنى بۇيرۇغان؟
tpl,t1miwrn2,ما الدرس المستفاد من هذه القصة؟,What is the lesson from this story?,اس قصے سے کیا سبق ملتا ہے؟,Bu kıssadan çıkan ders nedir?,بۇ قىسسىدىن ئالىدىغان ئىبرەت نېمە؟
tpl,tyc8ytf,كيف نجّى الله إبراهيم من النار؟,How did Allah save Ibrahim from the fire?,اللہ نے ابراہیم علیہ السلام کو آگ سے کیسے بچایا؟,Allah İbrahim'i ateşten nasıl kurtardı?,ئاللاھ ئىبراھىمنى ئوتتىن قانداق قۇتقۇزغان؟
tpl,tc7pflc,كيف يحفظ الله من يتوكل عليه؟,How does Allah protect those who put their trust in Him?,جو اللہ پر توکل کرے، اللہ اس کی حفاظت کیسے کرتا ہے؟,Allah kendisine tevekkül edeni nasıl korur?,ئاللاھ ئۆزىگە تەۋەككۈل قىلغانلارنى قانداق قوغدايدۇ؟
tpl,txhx9cy,ماذا كان قوم سبأ يعبدون من دون الله؟,What did the people of Saba worship besides Allah?,قوم سبا اللہ کے سوا کس کی عبادت کرتی تھی؟,Sebe kavmi Allah'tan başka neye tapıyordu?,سەبە قەۋمى ئاللاھتىن باشقا نېمىگە چوقۇنغان؟
tpl,t14wyfxx,ما الحكمة التي علّمها الهدهد لسليمان بخبره؟,What wisdom did the hoopoe teach Sulaiman with its report?,ہدہد نے اپنی خبر سے سلیمان علیہ السلام کو کیا حکمت سکھائی؟,"Hüdhüd, haberiyle Süleyman'a hangi hikmeti öğretti?",ھۆپۆپ ئۆز خەۋىرى بىلەن سۇلايمانغا قانداق ھېكمەت ئۆگەتكەن؟
tpl,t17wy34h,بم دعا المؤمنون ربهم قبل لقاء جالوت؟,What did the believers pray to their Lord before meeting Jalut (Goliath)?,جالوت سے ملاقات سے پہلے مومنین نے اپنے رب سے کیا دعا کی؟,Müminler Câlût ile karşılaşmadan önce Rablerine ne diye dua ettiler?,مۆمىنلەر جالۇت بىلەن ئۇچراشتىن ئىلگىرى پەرۋەردىگارىغا نېمە دەپ دۇئا قىلغان؟
tpl,tzxk9n,الضُّرُّ : __ + __ + __,الضُّرُّ: __ + __ + __,الضُّرُّ: __ + __ + __,الضُّرُّ: __ + __ + __,الضُّرُّ: __ + __ + __
tpl,t67x4cy,كيف استجاب الله لدعاء أيوب؟,How did Allah respond to the prayer of Ayyub?,اللہ نے ایوب علیہ السلام کی دعا کیسے قبول کی؟,Allah Eyyub'un duasına nasıl icabet etti?,ئاللاھ ئەييۇبنىڭ دۇئاسىنى قانداق ئىجابەت قىلغان؟
tpl,tgry28w,من الذي استجاب لدعاء أيوب؟,Who answered the prayer of Ayyub?,ایوب علیہ السلام کی دعا کس نے قبول کی؟,Eyyub'un duasını kim kabul etti?,ئەييۇبنىڭ دۇئاسىنى كىم ئىجابەت قىلغان؟
tpl,t3tcva4,بم دعا زكريا ربه في مناجاته؟,What did Zakariyya pray to his Lord in his supplication?,زکریا علیہ السلام نے اپنی مناجات میں اپنے رب سے کیا دعا کی؟,"Zekeriyya, münacatında Rabbine ne diye dua etti?",زەكەرىييا مۇناجىتىدە پەرۋەردىگارىغا نېمە دەپ دۇئا قىلغان؟
tpl,trkxz46,من الذي بشّر زكريا بالغلام؟,Who gave Zakariyya the glad tidings of a son?,زکریا علیہ السلام کو بیٹے کی خوشخبری کس نے دی؟,Zekeriyya'ya oğlan müjdesini kim verdi?,زەكەرىييانى ئوغۇل بىلەن كىم خۇشخەۋەر قىلغان؟
tpl,t1jyrsif,ما هو (النبأ العظيم) الذي اختلف فيه الناس؟,What is the (great news) that people disagreed about?,وہ (خبر عظیم) کیا ہے جس میں لوگوں کا اختلاف ہوا؟,İnsanların hakkında ihtilaf ettiği (büyük haber) nedir?,كىشىلەر توغرىسىدا ئىختىلاپ قىلىشقان (كاتتا خەۋەر) نېمە؟
tpl,thpisz9,من الذي يأذن له بالكلام يوم القيامة؟,Who will be given permission to speak on the Day of Resurrection?,قیامت کے دن کسے بولنے کی اجازت دی جائے گی؟,Kıyamet günü konuşmasına kime izin verilecek?,قىيامەت كۈنى كىمگە سۆزلەشكە رۇخسەت بېرىلىدۇ؟
tpl,t82euit,ماذا كان جواب فرعون لدعوة موسى؟,What was Pharaoh's response to the call of Musa?,موسیٰ علیہ السلام کی دعوت کا فرعون نے کیا جواب دیا؟,"Firavun, Musa'nın davetine ne cevap verdi?",پىرئەۋن مۇسانىڭ دەۋىتىگە قانداق جاۋاب بەرگەن؟
tpl,t1exm67g,كيف ردّ الله على من يسأل عن الساعة؟,How did Allah respond to those who ask about the Hour?,جو قیامت کے بارے میں پوچھے، اللہ نے اسے کیا جواب دیا؟,"Allah, Kıyamet Saati'ni soranlara nasıl cevap verdi?",ئاللاھ قىيامەت توغرىسىدا سورىغانلارغا قانداق جاۋاب بەرگەن؟
tpl,t1naedlj,اذكر مراحل خلق الإنسان كما وصفتها السورة,Mention the stages of human creation as described by the surah,سورت میں بیان کردہ انسان کی تخلیق کے مراحل بتائیں,Surenin tasvir ettiği insan yaratılış aşamalarını say,سۈرىدە بايان قىلىنغان ئىنسان يارىتىلىش باسقۇچلىرىنى ئېيتىڭ
tpl,t1b5lfgl,ما الدرس المستفاد من هذه السورة في التعامل مع الفقراء؟,What is the lesson from this surah about dealing with the poor?,اس سورت سے غریبوں سے سلوک کے بارے میں کیا سبق ملتا ہے؟,Bu suredeki fakirlerle ilgilenme dersinden çıkan sonuç nedir?,بۇ سۈرىدىن كەمبەغەللەرگە مۇئامىلە قىلىش ھەققىدە قانداق ئىبرەت ئالىمىز؟
tpl,twn9aam,صف نعيم الأبرار كما وصفته السورة,Describe the bliss of the righteous as the surah describes it,جیسا کہ سورت میں بیان ہے، نیک لوگوں کی نعمتوں کو بیان کریں,Surenin tasvir ettiği gibi iyilerin nimetini anlat,سۈرىدە تەسۋىرلەنگەندەك ياخشى ئادەملەرنىڭ نېمىتىنى بايان قىلىڭ
tpl,t1uh4dgr,كَادِحٌ : __ + __ + __ + __ + __,كَادِحٌ: __ + __ + __ + __ + __,كَادِحٌ: __ + __ + __ + __ + __,كَادِحٌ: __ + __ + __ + __ + __,كَادِحٌ: __ + __ + __ + __ + __
tpl,t1nbv4cr,لماذا سُمّيت هذه السورة بـ(الانشقاق)؟,Why is this surah named (al-Inshiqaq)?,اس سورت کو (الانشقاق) کیوں کہا جاتا ہے؟,Bu sureye neden (el-İnşikâk) denir?,بۇ سۈرە نېمە ئۈچۈن (ئىنشىقاق) دەپ ئاتالغان؟
tpl,tsy1tcx,ما ذنب أصحاب الأخدود الذي عُذّبوا بسببه؟,What was the sin of the people of the Ditch for which they were punished?,اصحاب الاخدود کا وہ گناہ کیا تھا جس کی وجہ سے انہیں سزا ملی؟,Hendek ashabının cezalandırılmasına sebep olan günahı neydi?,ئۆرەك ئىگىلىرىنىڭ جازالىنىشىغا سەۋەب بولغان گۇناھى نېمە؟
tpl,t1d7qskn,أين يُحفظ القرآن الكريم كما ذكرت السورة؟,"Where is the Noble Quran preserved, as mentioned in the surah?",سورت کے مطابق قرآن کریم کہاں محفوظ ہے؟,Surede belirtildiği gibi Kur'an-ı Kerim nerede korunmaktadır?,سۈرىدە بايان قىلىنغاندەك قۇرئان كەرىم قەيەردە ساقلانغان؟
tpl,td4dnv5,اذكر ثلاثًا من صفات الله المذكورة في السورة (خلق، قدّر، ...),"Mention three of Allah's attributes mentioned in the surah (creating, determining, ...)",سورت میں مذکور اللہ کی تین صفات بتائیں (خلق، قدّر، ...),"Surede zikredilen Allah'ın üç sıfatını say (yarattı, takdir etti, ...)",سۈرىدە زىكىر قىلىنغان ئاللاھنىڭ ئۈچ سۈپىتىنى ئېيتىڭ (ياراتتى، تەقدىر قىلدى، ...)
tpl,tlzdlyb,من الذي أفلح كما وصفت السورة,"Who succeeded, as described by the surah",سورت کے مطابق فلاح پانے والا کون ہے,Surenin tasvir ettiği gibi kurtuluşa eren kimdir,سۈرىدە تەسۋىرلەنگەندەك نىجات تاپقۇچى كىم
tpl,t1yt3kiu,اذكر ثلاث نعم امتنّ الله بها على النبي في هذه السورة,Mention three blessings Allah bestowed upon the Prophet in this surah,اس سورت میں اللہ نے نبی ﷺ پر تین نعمتیں بتائیں، انہیں بیان کریں,Bu surede Allah'ın Peygamber'e bahşettiği üç nimeti say,بۇ سۈرىدە ئاللاھ پەيغەمبەرگە ئاتا قىلغان ئۈچ نېمەتنى ئېيتىڭ
tpl,tf4cl3w,من الذي أفلح كما وصفت السورة؟,"Who succeeded, as described by the surah?",سورت کے مطابق فلاح پانے والا کون ہے؟,Surenin tasvir ettiği gibi kurtuluşa eren kimdir?,سۈرىدە تەسۋىرلەنگەندەك نىجات تاپقۇچى كىم؟
tpl,t7s0sge,كلمات تنتهي بحرف ({}) =,Words ending with the letter ({}) =,حرف ({}) پر ختم ہونے والے الفاظ =,({}) harfiyle biten kelimeler =,({}) ھەرپى بىلەن ئاخىرلاشقان سۆزلەر =
tpl,tvxnwb1,({}): اسم أم حرف؟,({}): a noun or a letter?,({}): اسم ہے یا حرف؟,({}): isim mi harf mi?,({}): ئىسىممۇ ياكى ھەرپمۇ؟
tpl,t6isukf,شكّل حرف ({}) في (خلق),Mark the vowel of the letter ({}) in (خلق),(خلق) میں حرف ({}) پر اعراب لگائیں,(خلق) kelimesindeki ({}) harfini harekele,(خلق) دىكى ({}) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1vjhky6,كم مرة انتهت الآيات بـ ({})؟,How many times do the ayahs end with ({})?,آیات کتنی بار ({}) پر ختم ہوئیں؟,Ayetler kaç kez ({}) ile bitiyor?,ئايەتلەر قانچە قېتىم ({}) بىلەن ئاخىرلاشقان؟
tpl,t1h1e791,استخرج كلمة تبدأ بـ ({}) القسم,"Find a word starting with ({}), the oath particle",({}) قسم سے شروع ہونے والا لفظ تلاش کریں,({}) yemin harfiyle başlayan bir kelime bul,({}) قەسەم ھەرپى بىلەن باشلانغان سۆزنى تېپىڭ
